county,time,date,cases,est_cases,est_omicron_cases,est_other_cases,tests,est_tests,est_omicron_tests,est_other_tests,hospitalizations,deaths,est_deaths,icu,cum_deaths,cum_est_deaths,prev_cum_deaths,prev_cum_est_deaths
Santa Barbara,5,2022-01-17,6854,6854,4446,2408,40486,40486,26230,14256,123,12,12,12,601,601,589,589
Santa Clara,5,2022-01-17,29562,29562,24873,4689,235961,235971,198420,37551,451,24,24,84,2048,2048,2024,2024
Santa Cruz,5,2022-01-17,4187,4187,2870,1317,42205,42205,28863,13342,23,3,3,3,240,240,237,237
Shasta,5,2022-01-17,1347,1347,863,484,9163,9163,5844,3319,55,7,7,14,469,469,462,462
Siskiyou,5,2022-01-17,158,158,110,48,927,927,640,287,3,1,1,2,65,65,64,64
Solano,5,2022-01-17,6435,6435,4200,2235,35199,35199,22970,12229,121,6,6,22,409,409,403,403
Sonoma,5,2022-01-17,7629,7629,5027,2602,42778,42778,28132,14646,73,7,7,15,444,444,437,437
Stanislaus,5,2022-01-17,7327,7327,4018,3309,29058,29058,15916,13142,206,10,10,31,1481,1481,1471,1471
Sutter,5,2022-01-17,1248,1248,812,436,4863,4863,3161,1702,0,4,4,0,203,203,199,199
Tehama,5,2022-01-17,616,616,344,272,2420,2420,1349,1071,15,5,5,2,174,174,169,169
Trinity,5,2022-01-17,41,41,23,18,255,255,140,115,0,1,1,0,20,20,19,19
Tulare,5,2022-01-17,7477,7477,4070,3407,27091,27091,14726,12365,97,16,16,16,1348,1348,1332,1332
Tuolumne,5,2022-01-17,886,886,532,354,3836,3836,2287,1549,10,8,8,1,162,162,154,154
Ventura,5,2022-01-17,11975,11975,8781,3194,66930,66932,49016,17916,300,41,41,56,1299,1299,1258,1258
Yolo,5,2022-01-17,2805,2805,1899,906,39496,39496,26704,12792,15,4,4,4,307,307,303,303
Yuba,5,2022-01-17,1064,1064,707,357,3747,3747,2489,1258,42,2,2,6,106,106,104,104
Alameda,6,2022-01-24,19742,19742,14821,4921,171783,171789,129142,42647,373,41,41,68,1653,1653,1612,1612
Amador,6,2022-01-24,544,544,352,192,4667,4667,3019,1648,8,0,0,5,73,73,73,73
Butte,6,2022-01-24,1904,1904,1501,403,9606,9606,7589,2017,82,10,10,9,380,380,370,370
Calaveras,6,2022-01-24,556,556,378,178,2506,2506,1705,801,6,2,2,2,99,99,97,97
Colusa,6,2022-01-24,177,177,127,50,951,951,680,271,6,0,0,0,21,21,21,21
Contra Costa,6,2022-01-24,13596,13596,8738,4858,85314,85319,54890,30429,217,25,25,64,1152,1152,1127,1127
Del Norte,6,2022-01-24,348,348,246,102,4326,4326,3042,1284,3,0,0,3,42,42,42,42
El Dorado,6,2022-01-24,1400,1400,954,446,7329,7329,5001,2328,17,2,2,6,195,195,193,193
Fresno,6,2022-01-24,17728,17728,11616,6112,68661,68665,45073,23592,491,43,43,83,2533,2533,2490,2490
Glenn,6,2022-01-24,250,250,172,78,971,971,670,301,0,0,0,0,45,45,45,45
Humboldt,6,2022-01-24,915,915,641,274,7714,7714,5409,2305,25,3,3,3,132,132,129,129
Imperial,6,2022-01-24,3619,3619,2456,1163,13168,13168,8955,4213,70,14,14,27,878,878,864,864
Inyo,6,2022-01-24,142,142,102,40,625,625,449,176,1,1,1,0,53,53,52,52
Kern,6,2022-01-24,10554,10554,7599,2955,53946,53947,38890,15057,267,47,47,51,2159,2159,2112,2112
Kings,6,2022-01-24,4306,4306,2925,1381,19064,19064,12977,6087,40,4,4,4,402,402,398,398
Lake,6,2022-01-24,746,746,488,258,3417,3417,2234,1183,6,2,2,3,123,123,121,121
Lassen,6,2022-01-24,418,418,307,111,3982,3982,2932,1050,6,0,0,0,54,54,54,54
Los Angeles,6,2022-01-24,164911,164917,145679,19238,1659197,1659269,1466742,192527,3769,611,611,785,29020,29020,28409,28409
Madera,6,2022-01-24,2715,2715,1771,944,12170,12170,7938,4232,49,7,7,10,352,352,345,345
Marin,6,2022-01-24,1857,1857,1227,630,17548,17548,11608,5940,38,4,4,10,268,268,264,264
Mariposa,6,2022-01-24,133,133,85,48,945,945,605,340,0,0,0,0,22,22,22,22
Mendocino,6,2022-01-24,917,917,538,379,4873,4873,2854,2019,23,2,2,3,111,111,109,109
Merced,6,2022-01-24,3236,3236,2309,927,12907,12907,9214,3693,55,9,9,12,746,746,737,737
Modoc,6,2022-01-24,14,14,10,4,114,114,82,32,2,0,0,0,7,7,7,7
Mono,6,2022-01-24,97,97,52,45,422,422,227,195,1,0,0,0,5,5,5,5
Monterey,6,2022-01-24,5088,5088,2775,2313,31797,31797,17335,14462,80,9,9,17,669,669,660,660
Napa,6,2022-01-24,1672,1672,1236,436,12465,12465,9206,3259,23,5,5,4,117,117,112,112
Nevada,6,2022-01-24,1001,1001,659,342,4806,4806,3170,1636,29,1,1,6,116,116,115,115
Orange,6,2022-01-24,26689,26689,20396,6293,230904,230915,176712,54203,923,177,177,191,6475,6475,6298,6298
Placer,6,2022-01-24,3660,3660,2330,1330,18644,18644,11867,6777,215,8,8,43,546,546,538,538
Plumas,6,2022-01-24,215,215,144,71,836,836,559,277,5,0,0,0,12,12,12,12
Riverside,6,2022-01-24,31908,31908,22576,9332,158776,158782,112466,46316,901,122,122,168,5988,5988,5866,5866
Sacramento,6,2022-01-24,17475,17475,12091,5384,98838,98843,68430,30413,542,64,64,105,2702,2702,2638,2638
San Benito,6,2022-01-24,776,776,570,206,3929,3929,2889,1040,7,1,1,3,88,88,87,87
San Bernardino,6,2022-01-24,28078,28078,21042,7036,153568,153574,115203,38371,975,170,170,223,7103,7103,6933,6933
San Diego,6,2022-01-24,51455,51456,45162,6294,252113,252125,221533,30592,1056,131,131,232,4848,4848,4717,4717
San Francisco,6,2022-01-24,8097,8097,4233,3864,88914,88919,46540,42379,232,19,19,37,744,744,725,725
San Joaquin,6,2022-01-24,11055,11055,7404,3651,59068,59070,39642,19428,241,34,34,71,2069,2069,2035,2035
San Luis Obispo,6,2022-01-24,3561,3561,2582,979,21516,21516,15603,5913,42,10,10,12,401,401,391,391
San Mateo,6,2022-01-24,8510,8510,6501,2009,95138,95143,72744,22399,139,19,19,28,641,641,622,622
Santa Barbara,6,2022-01-24,6484,6484,4559,1925,43826,43826,30822,13004,127,12,12,19,613,613,601,601
Santa Clara,6,2022-01-24,22785,22785,19871,2914,233308,233319,203466,29853,412,48,48,88,2096,2096,2048,2048
Santa Cruz,6,2022-01-24,5045,5045,3710,1335,45621,45621,33575,12046,31,1,1,2,241,241,240,240
Shasta,6,2022-01-24,1486,1486,1032,454,10135,10135,7033,3102,78,7,7,9,476,476,469,469
Siskiyou,6,2022-01-24,159,159,118,41,857,857,635,222,6,3,3,1,68,68,65,65
Solano,6,2022-01-24,5127,5127,3627,1500,32612,32612,23082,9530,143,14,14,26,423,423,409,409
Sonoma,6,2022-01-24,6926,6926,4931,1995,42474,42474,30246,12228,94,7,7,18,451,451,444,444
Stanislaus,6,2022-01-24,6376,6376,3877,2499,28268,28268,17211,11057,277,27,27,44,1508,1508,1481,1481
Sutter,6,2022-01-24,1047,1047,737,310,5002,5002,3521,1481,0,2,2,0,205,205,203,203
Tehama,6,2022-01-24,577,577,357,220,2702,2702,1674,1028,19,4,4,5,178,178,174,174
Trinity,6,2022-01-24,63,63,38,25,322,322,196,126,0,0,0,0,20,20,20,20
Tulare,6,2022-01-24,7675,7675,4630,3045,29521,29521,17850,11671,138,11,11,14,1359,1359,1348,1348
Tuolumne,6,2022-01-24,954,954,628,326,3827,3827,2510,1317,17,2,2,3,164,164,162,162
Ventura,6,2022-01-24,9412,9412,7331,2081,68520,68523,53430,15093,269,28,28,68,1327,1327,1299,1299
Yolo,6,2022-01-24,2300,2300,1677,623,40467,40467,29505,10962,18,12,12,5,319,319,307,307
Yuba,6,2022-01-24,911,911,653,258,3777,3777,2709,1068,54,3,3,10,109,109,106,106
Alameda,7,2022-01-31,11000,11000,8743,2257,137319,137324,109273,28051,336,50,50,75,1703,1703,1653,1653
Amador,7,2022-01-31,350,350,246,104,3226,3226,2273,953,15,1,1,4,74,74,73,73
Butte,7,2022-01-31,1169,1169,968,201,7608,7608,6305,1303,80,6,6,7,386,386,380,380
Calaveras,7,2022-01-31,263,263,193,70,1940,1940,1424,516,3,5,5,2,104,104,99,99
Colusa,7,2022-01-31,106,106,81,25,704,704,540,164,9,0,0,0,21,21,21,21
Contra Costa,7,2022-01-31,7311,7311,5097,2214,68624,68627,47921,20706,207,39,39,54,1191,1191,1152,1152
Del Norte,7,2022-01-31,315,315,237,78,3957,3957,2977,980,6,2,2,2,44,44,42,42
El Dorado,7,2022-01-31,741,741,544,197,6019,6019,4420,1599,13,4,4,5,199,199,195,195
Fresno,7,2022-01-31,10974,10974,7782,3192,54817,54817,38928,15889,503,39,39,98,2572,2572,2533,2533
Glenn,7,2022-01-31,190,190,140,50,759,759,563,196,2,2,2,0,47,47,45,45
Humboldt,7,2022-01-31,583,583,438,145,5790,5790,4348,1442,18,3,3,3,135,135,132,132
Imperial,7,2022-01-31,2197,2197,1602,595,11279,11279,8246,3033,71,17,17,28,895,895,878,878
Inyo,7,2022-01-31,55,55,42,13,467,467,357,110,5,3,3,0,56,56,53,53
Kern,7,2022-01-31,5650,5650,4340,1310,42263,42263,32503,9760,264,47,47,54,2206,2206,2159,2159
Kings,7,2022-01-31,2391,2391,1749,642,13681,13681,10017,3664,55,5,5,4,407,407,402,402
Lake,7,2022-01-31,478,478,338,140,3193,3193,2258,935,4,4,4,4,127,127,123,123
Lassen,7,2022-01-31,311,311,243,68,3624,3624,2838,786,7,1,1,0,55,55,54,54
Los Angeles,7,2022-01-31,74572,74575,67643,6932,1302833,1302891,1182582,120309,2991,640,640,719,29660,29660,29020,29020
Madera,7,2022-01-31,1744,1744,1233,511,9631,9631,6816,2815,50,6,6,7,358,358,352,352
Marin,7,2022-01-31,1063,1063,759,304,13817,13817,9888,3929,26,5,5,9,273,273,268,268
Mariposa,7,2022-01-31,101,101,70,31,840,840,584,256,0,2,2,0,24,24,22,22
Mendocino,7,2022-01-31,464,464,299,165,3486,3486,2252,1234,12,3,3,4,114,114,111,111
Merced,7,2022-01-31,2126,2126,1618,508,10466,10466,7976,2490,54,12,12,14,758,758,746,746
Modoc,7,2022-01-31,12,12,9,3,89,89,68,21,1,0,0,0,7,7,7,7
Mono,7,2022-01-31,41,41,25,16,339,339,203,136,0,0,0,0,5,5,5,5
Monterey,7,2022-01-31,3558,3558,2154,1404,26742,26742,16229,10513,82,9,9,13,678,678,669,669
Napa,7,2022-01-31,989,989,776,213,9376,9376,7355,2021,17,7,7,10,124,124,117,117
Nevada,7,2022-01-31,568,568,404,164,3912,3912,2788,1124,26,3,3,5,119,119,116,116
Orange,7,2022-01-31,11999,11999,9680,2319,177030,177037,142936,34101,708,170,170,164,6645,6645,6475,6475
Placer,7,2022-01-31,2256,2256,1560,696,15375,15375,10647,4728,152,19,19,42,565,565,546,546
Plumas,7,2022-01-31,137,137,98,39,753,753,542,211,1,0,0,0,12,12,12,12
Riverside,7,2022-01-31,15945,15945,12051,3894,121042,121047,91695,29352,740,111,111,171,6099,6099,5988,5988
Sacramento,7,2022-01-31,10143,10143,7526,2617,77585,77589,57654,19935,501,93,93,106,2795,2795,2702,2702
San Benito,7,2022-01-31,474,474,370,104,3323,3323,2596,727,5,2,2,3,90,90,88,88
San Bernardino,7,2022-01-31,13253,13253,10517,2736,116539,116544,92599,23945,744,185,185,207,7288,7288,7103,7103
San Diego,7,2022-01-31,24837,24837,22408,2429,181384,181392,163801,17591,944,105,105,214,4953,4953,4848,4848
San Francisco,7,2022-01-31,4046,4046,2359,1687,69165,69169,40403,28766,208,24,24,45,768,768,744,744
San Joaquin,7,2022-01-31,5702,5702,4125,1577,43647,43647,31642,12005,210,36,36,75,2105,2105,2069,2069
San Luis Obispo,7,2022-01-31,1981,1981,1530,451,16234,16234,12540,3694,40,12,12,10,413,413,401,401
San Mateo,7,2022-01-31,4328,4328,3489,839,75105,75109,60572,14537,131,10,10,19,651,651,641,641
Santa Barbara,7,2022-01-31,3634,3634,2733,901,35026,35026,26385,8641,103,23,23,13,636,636,613,613
Santa Clara,7,2022-01-31,13837,13837,12416,1421,207115,207125,185908,21217,427,54,54,93,2150,2150,2096,2096
Santa Cruz,7,2022-01-31,3441,3441,2682,759,51420,51421,40151,11270,35,5,5,6,246,246,241,241
Shasta,7,2022-01-31,900,900,670,230,8419,8419,6269,2150,59,13,13,11,489,489,476,476
Siskiyou,7,2022-01-31,119,119,94,25,691,691,545,146,8,2,2,2,70,70,68,68
Solano,7,2022-01-31,3812,3812,2885,927,28697,28697,21716,6981,126,6,6,30,429,429,423,423
Sonoma,7,2022-01-31,3569,3569,2711,858,32147,32147,24452,7695,84,12,12,15,463,463,451,451
Stanislaus,7,2022-01-31,3687,3687,2458,1229,22306,22306,14897,7409,261,33,33,53,1541,1541,1508,1508
Sutter,7,2022-01-31,619,619,466,153,3764,3764,2837,927,0,4,4,0,209,209,205,205
Tehama,7,2022-01-31,377,377,256,121,2022,2022,1368,654,17,3,3,5,181,181,178,178
Trinity,7,2022-01-31,43,43,29,14,227,227,151,76,0,0,0,0,20,20,20,20
Tulare,7,2022-01-31,4685,4685,3097,1588,22903,22903,15175,7728,150,22,22,21,1381,1381,1359,1359
Tuolumne,7,2022-01-31,710,710,502,208,3265,3265,2315,950,12,2,2,4,166,166,164,164
Ventura,7,2022-01-31,4599,4599,3766,833,52327,52327,42903,9424,253,39,39,48,1366,1366,1327,1327
Yolo,7,2022-01-31,1353,1353,1049,304,37506,37506,29104,8402,19,5,5,5,324,324,319,319
Yuba,7,2022-01-31,524,524,401,123,2931,2931,2243,688,78,2,2,11,111,111,109,109
Alameda,8,2022-02-07,5969,5969,4970,999,115667,115672,96373,19299,254,44,44,62,1747,1747,1703,1703
Amador,8,2022-02-07,204,204,153,51,2909,2909,2187,722,14,4,4,5,78,78,74,74
Butte,8,2022-02-07,784,784,674,110,6392,6392,5504,888,74,8,8,12,394,394,386,386
Calaveras,8,2022-02-07,183,183,142,41,1427,1427,1112,315,2,2,2,1,106,106,104,104
Colusa,8,2022-02-07,71,71,57,14,555,555,449,106,0,0,0,0,21,21,21,21
Contra Costa,8,2022-02-07,4138,4138,3094,1044,54149,54150,40503,13647,149,32,32,52,1223,1223,1191,1191
Del Norte,8,2022-02-07,286,286,228,58,4003,4003,3184,819,5,0,0,0,44,44,44,44
El Dorado,8,2022-02-07,427,427,333,94,5034,5034,3927,1107,20,1,1,5,200,200,199,199
Fresno,8,2022-02-07,6381,6381,4834,1547,42464,42464,32207,10257,450,49,49,87,2621,2621,2572,2572
Glenn,8,2022-02-07,113,113,88,25,620,620,488,132,4,3,3,0,50,50,47,47
Humboldt,8,2022-02-07,467,467,371,96,4875,4875,3874,1001,15,1,1,2,136,136,135,135
Imperial,8,2022-02-07,1095,1095,851,244,7927,7927,6163,1764,46,12,12,26,907,907,895,895
Inyo,8,2022-02-07,38,38,30,8,447,447,361,86,5,0,0,0,56,56,56,56
Kern,8,2022-02-07,3472,3472,2811,661,34656,34656,28087,6569,190,32,32,43,2238,2238,2206,2206
Kings,8,2022-02-07,1353,1353,1052,301,10247,10247,7976,2271,52,14,14,5,421,421,407,407
Lake,8,2022-02-07,351,351,265,86,2624,2624,1985,639,11,1,1,5,128,128,127,127
Lassen,8,2022-02-07,140,140,115,25,3023,3023,2487,536,5,2,2,0,57,57,55,55
Los Angeles,8,2022-02-07,37351,37351,34594,2757,1151456,1151511,1066956,84555,2155,638,638,547,30298,30298,29660,29660
Madera,8,2022-02-07,1060,1060,802,258,8081,8081,6118,1963,38,4,4,9,362,362,358,358
Marin,8,2022-02-07,655,655,500,155,11291,11291,8617,2674,29,8,8,6,281,281,273,273
Mariposa,8,2022-02-07,51,51,38,13,579,579,431,148,0,0,0,0,24,24,24,24
Mendocino,8,2022-02-07,327,327,229,98,2817,2817,1974,843,12,2,2,5,116,116,114,114
Merced,8,2022-02-07,1210,1210,974,236,8063,8063,6492,1571,53,13,13,12,771,771,758,758
Modoc,8,2022-02-07,25,25,20,5,219,219,179,40,3,0,0,0,7,7,7,7
Mono,8,2022-02-07,44,44,29,15,271,271,178,93,0,0,0,0,5,5,5,5
Monterey,8,2022-02-07,2221,2221,1474,747,22461,22461,14939,7522,68,11,11,14,689,689,678,678
Napa,8,2022-02-07,742,742,611,131,7766,7766,6396,1370,16,6,6,2,130,130,124,124
Nevada,8,2022-02-07,357,357,271,86,3187,3187,2429,758,24,3,3,1,122,122,119,119
Orange,8,2022-02-07,6393,6393,5390,1003,152286,152292,128444,23848,494,118,118,125,6763,6763,6645,6645
Placer,8,2022-02-07,1294,1294,960,334,11887,11887,8831,3056,148,22,22,34,587,587,565,565
Plumas,8,2022-02-07,79,79,60,19,521,521,399,122,1,1,1,0,13,13,12,12
Riverside,8,2022-02-07,8144,8144,6512,1632,93428,93433,74778,18655,548,107,107,116,6206,6206,6099,6099
Sacramento,8,2022-02-07,6079,6079,4787,1292,63990,63994,50432,13562,390,72,72,95,2867,2867,2795,2795
San Benito,8,2022-02-07,311,311,255,56,2660,2660,2184,476,3,0,0,4,90,90,90,90
San Bernardino,8,2022-02-07,7049,7049,5863,1186,90090,90095,74996,15099,528,140,140,156,7428,7428,7288,7288
San Diego,8,2022-02-07,13634,13634,12577,1057,151885,151892,140177,11715,773,116,116,169,5069,5069,4953,4953
San Francisco,8,2022-02-07,2408,2408,1552,856,55776,55778,35913,19865,171,25,25,40,793,793,768,768
San Joaquin,8,2022-02-07,3348,3348,2581,767,36517,36517,28200,8317,186,42,42,62,2147,2147,2105,2105
San Luis Obispo,8,2022-02-07,1204,1204,979,225,12341,12341,10042,2299,23,16,16,7,429,429,413,413
San Mateo,8,2022-02-07,2463,2463,2075,388,62131,62134,52355,9779,83,16,16,18,667,667,651,651
Santa Barbara,8,2022-02-07,2282,2282,1814,468,30723,30723,24432,6291,75,15,15,17,651,651,636,636
Santa Clara,8,2022-02-07,8032,8032,7375,657,175343,175351,161032,14319,377,31,31,74,2181,2181,2150,2150
Santa Cruz,8,2022-02-07,1900,1900,1560,340,38681,38681,31764,6917,28,4,4,5,250,250,246,246
Shasta,8,2022-02-07,677,677,534,143,6857,6857,5413,1444,64,15,15,10,504,504,489,489
Siskiyou,8,2022-02-07,91,91,75,16,720,720,595,125,10,2,2,0,72,72,70,70
Solano,8,2022-02-07,2238,2238,1784,454,24201,24201,19339,4862,91,5,5,28,434,434,429,429
Sonoma,8,2022-02-07,2086,2086,1676,410,27053,27053,21735,5318,57,7,7,11,470,470,463,463
Stanislaus,8,2022-02-07,2491,2491,1792,699,18738,18738,13501,5237,243,43,43,43,1584,1584,1541,1541
Sutter,8,2022-02-07,360,360,286,74,3305,3305,2631,674,0,5,5,0,214,214,209,209
Tehama,8,2022-02-07,282,282,205,77,1644,1644,1197,447,17,3,3,6,184,184,181,181
Trinity,8,2022-02-07,18,18,13,5,136,136,98,38,0,0,0,0,20,20,20,20
Tulare,8,2022-02-07,2705,2705,1934,771,17908,17908,12832,5076,130,27,27,21,1408,1408,1381,1381
Tuolumne,8,2022-02-07,348,348,263,85,2576,2576,1953,623,10,2,2,1,168,168,166,166
Ventura,8,2022-02-07,2696,2696,2301,395,42327,42327,36165,6162,207,40,40,45,1406,1406,1366,1366
Yolo,8,2022-02-07,864,864,706,158,30856,30856,25179,5677,12,11,11,6,335,335,324,324
Yuba,8,2022-02-07,333,333,269,64,2406,2406,1942,464,42,4,4,13,115,115,111,111
Alameda,9,2022-02-14,3403,3403,2942,461,98990,98995,85610,13385,190,40,40,48,1787,1787,1747,1747
Amador,9,2022-02-14,109,109,87,22,2345,2345,1866,479,8,3,3,3,81,81,78,78
Butte,9,2022-02-14,464,464,412,52,5317,5317,4721,596,64,10,10,9,404,404,394,394
Calaveras,9,2022-02-14,79,79,64,15,1162,1162,950,212,4,2,2,2,108,108,106,106
Colusa,9,2022-02-14,35,35,29,6,406,406,341,65,5,0,0,0,21,21,21,21
Contra Costa,9,2022-02-14,2405,2405,1904,501,44861,44862,35542,9320,123,23,23,31,1246,1246,1223,1223
Del Norte,9,2022-02-14,210,210,175,35,3338,3338,2775,563,6,0,0,3,44,44,44,44
El Dorado,9,2022-02-14,260,260,213,47,4433,4433,3631,802,21,4,4,3,204,204,200,200
Fresno,9,2022-02-14,3866,3866,3095,771,34831,34831,27894,6937,375,34,34,75,2655,2655,2621,2621
Glenn,9,2022-02-14,58,58,48,10,482,482,398,84,3,1,1,0,51,51,50,50
Humboldt,9,2022-02-14,331,331,275,56,4202,4202,3495,707,23,0,0,2,136,136,136,136
Imperial,9,2022-02-14,588,588,480,108,5949,5949,4860,1089,44,14,14,18,921,921,907,907
Inyo,9,2022-02-14,29,29,24,5,413,413,348,65,3,0,0,0,56,56,56,56
Kern,9,2022-02-14,2014,2014,1701,313,27232,27232,23011,4221,156,28,28,40,2266,2266,2238,2238
Kings,9,2022-02-14,774,774,633,141,8001,8001,6548,1453,43,8,8,5,429,429,421,421
Lake,9,2022-02-14,256,256,205,51,2307,2307,1842,465,6,2,2,5,130,130,128,128
Lassen,9,2022-02-14,155,155,133,22,2789,2789,2383,406,3,2,2,0,59,59,57,57
Los Angeles,9,2022-02-14,21441,21441,20188,1253,1052392,1052450,991104,61346,1572,490,490,423,30788,30788,30298,30298
Madera,9,2022-02-14,620,620,496,124,6462,6462,5165,1297,29,2,2,7,364,364,362,362
Marin,9,2022-02-14,383,383,309,74,10150,10150,8173,1977,23,5,5,4,286,286,281,281
Mariposa,9,2022-02-14,24,24,19,5,433,433,342,91,0,0,0,0,24,24,24,24
Mendocino,9,2022-02-14,207,207,155,52,2445,2445,1834,611,13,1,1,7,117,117,116,116
Merced,9,2022-02-14,745,745,627,118,6832,6832,5744,1088,37,13,13,8,784,784,771,771
Modoc,9,2022-02-14,17,17,14,3,124,124,104,20,0,0,0,0,7,7,7,7
Mono,9,2022-02-14,10,10,7,3,179,179,127,52,0,0,0,0,5,5,5,5
Monterey,9,2022-02-14,1229,1229,881,348,16949,16949,12154,4795,48,12,12,12,701,701,689,689
Napa,9,2022-02-14,400,400,343,57,6577,6577,5635,942,10,1,1,1,131,131,130,130
Nevada,9,2022-02-14,169,169,136,33,2568,2568,2066,502,19,3,3,5,125,125,122,122
Orange,9,2022-02-14,3999,3999,3494,505,132322,132328,115556,16772,354,115,115,77,6878,6878,6763,6763
Placer,9,2022-02-14,595,595,468,127,9967,9967,7844,2123,105,12,12,23,599,599,587,587
Plumas,9,2022-02-14,43,43,35,8,431,431,348,83,1,0,0,0,13,13,13,13
Riverside,9,2022-02-14,4611,4611,3858,753,74753,74758,62570,12188,400,85,85,86,6291,6291,6206,6206
Sacramento,9,2022-02-14,3419,3419,2825,594,53020,53024,43830,9194,349,59,59,66,2926,2926,2867,2867
San Benito,9,2022-02-14,158,158,135,23,2159,2159,1845,314,0,1,1,3,91,91,90,90
San Bernardino,9,2022-02-14,3704,3704,3199,505,72756,72761,62876,9885,338,117,117,128,7545,7545,7428,7428
San Diego,9,2022-02-14,8075,8075,7578,497,126079,126084,118372,7712,589,89,89,135,5158,5158,5069,5069
San Francisco,9,2022-02-14,1610,1610,1124,486,47602,47603,33264,14339,130,25,25,39,818,818,793,793
San Joaquin,9,2022-02-14,1987,1987,1614,373,30637,30637,24895,5742,123,37,37,53,2184,2184,2147,2147
San Luis Obispo,9,2022-02-14,798,798,677,121,10051,10051,8530,1521,24,9,9,7,438,438,429,429
San Mateo,9,2022-02-14,1345,1345,1174,171,55007,55011,48010,7001,63,16,16,11,683,683,667,667
Santa Barbara,9,2022-02-14,1056,1056,880,176,22481,22481,18752,3729,68,8,8,14,659,659,651,651
Santa Clara,9,2022-02-14,4636,4636,4335,301,155254,155263,145183,10080,296,27,27,59,2208,2208,2181,2181
Santa Cruz,9,2022-02-14,981,981,838,143,30369,30369,25920,4449,23,3,3,4,253,253,250,250
Shasta,9,2022-02-14,443,443,366,77,5851,5851,4841,1010,62,13,13,13,517,517,504,504
Siskiyou,9,2022-02-14,66,66,57,9,520,520,447,73,7,1,1,2,73,73,72,72
Solano,9,2022-02-14,1201,1201,1003,198,18977,18977,15866,3111,73,2,2,20,436,436,434,434
Sonoma,9,2022-02-14,1135,1135,953,182,21176,21176,17763,3413,55,8,8,7,478,478,470,470
Stanislaus,9,2022-02-14,1364,1364,1046,318,15080,15080,11571,3509,206,28,28,41,1612,1612,1584,1584
Sutter,9,2022-02-14,230,230,192,38,2862,2862,2386,476,0,3,3,0,217,217,214,214
Tehama,9,2022-02-14,180,180,139,41,1404,1404,1088,316,15,5,5,5,189,189,184,184
Trinity,9,2022-02-14,22,22,17,5,171,171,131,40,0,0,0,0,20,20,20,20
Tulare,9,2022-02-14,1479,1479,1127,352,15049,15049,11498,3551,116,27,27,19,1435,1435,1408,1408
Tuolumne,9,2022-02-14,192,192,154,38,2221,2221,1778,443,12,4,4,1,172,172,168,168
Ventura,9,2022-02-14,1511,1511,1333,178,35526,35526,31346,4180,141,36,36,26,1442,1442,1406,1406
Yolo,9,2022-02-14,479,479,407,72,26821,26821,22789,4032,10,7,7,3,342,342,335,335
Yuba,9,2022-02-14,220,220,185,35,2109,2109,1777,332,19,0,0,11,115,115,115,115
Alameda,10,2022-02-21,1927,1927,1717,210,77637,77641,69066,8575,138,28,28,26,1815,1815,1787,1787
Amador,10,2022-02-21,70,70,58,12,1921,1921,1598,323,7,3,3,3,84,84,81,81
Butte,10,2022-02-21,255,255,232,23,4424,4424,4025,399,63,12,12,4,416,416,404,404
Calaveras,10,2022-02-21,44,44,37,7,838,838,712,126,3,6,6,0,114,114,108,108
Colusa,10,2022-02-21,26,26,23,3,362,362,315,47,4,0,0,0,21,21,21,21
Contra Costa,10,2022-02-21,1304,1304,1081,223,34147,34149,28270,5879,66,18,18,30,1264,1264,1246,1246
Del Norte,10,2022-02-21,129,129,111,18,2704,2704,2329,375,8,0,0,1,44,44,44,44
El Dorado,10,2022-02-21,155,155,132,23,3612,3612,3078,534,8,1,1,5,205,205,204,204
Fresno,10,2022-02-21,2012,2012,1683,329,26828,26828,22443,4385,272,26,26,54,2681,2681,2655,2655
Glenn,10,2022-02-21,28,28,24,4,405,405,348,57,2,1,1,0,52,52,51,51
Humboldt,10,2022-02-21,193,193,166,27,3331,3331,2873,458,22,3,3,1,139,139,136,136
Imperial,10,2022-02-21,394,394,335,59,4745,4745,4037,708,31,6,6,10,927,927,921,921
Inyo,10,2022-02-21,10,10,9,1,326,326,284,42,1,0,0,0,56,56,56,56
Kern,10,2022-02-21,1285,1285,1123,162,24322,24322,21263,3059,95,23,23,25,2289,2289,2266,2266
Kings,10,2022-02-21,454,454,387,67,6543,6543,5576,967,32,4,4,5,433,433,429,429
Lake,10,2022-02-21,185,185,155,30,1935,1935,1614,321,7,2,2,1,132,132,130,130
